train_accuracy,val_accuracy,test_accuracy,train_loss,val_loss,test_loss
0.2554858934169279,0.3018867924528302,0.31875,1.6771900197928975,1.6496941398524638,1.6221374362707137
0.2609717868338558,0.3081761006289308,0.38125,1.586296886953067,1.6526271779582185,1.568606636673212
0.26489028213166144,0.3270440251572327,0.35,1.5815245486725835,1.699805588092444,1.6029531165957451
0.25,0.27672955974842767,0.30625,1.5845529486579955,1.7025726096435163,1.6501689836382867
0.26253918495297807,0.33962264150943394,0.4,1.5893367702684433,1.663333461719489,1.608353254944086
0.2547021943573668,0.3081761006289308,0.35625,1.5830748341860816,1.766612727687044,1.6806724026799202
0.26410658307210033,0.2830188679245283,0.35625,1.5861867575623025,1.6220623367237594,1.5661789022386075
0.2711598746081505,0.3018867924528302,0.30625,1.579125367455348,1.6120560821497216,1.6144118748605252
0.26489028213166144,0.3710691823899371,0.4,1.5834128218571595,1.5688878252821148,1.5722104646265507
0.28213166144200624,0.3081761006289308,0.3125,1.5736903710798784,1.7023460445164134,1.6369557216763497
0.2719435736677116,0.32075471698113206,0.3875,1.5763071156968145,1.592007613781863,1.5475805543363095
0.2774294670846395,0.3710691823899371,0.39375,1.576082284454268,1.717092104677884,1.6416318967938424
0.2711598746081505,0.3333333333333333,0.34375,1.5800129817010466,1.5995430766411547,1.6080850936472415
0.25313479623824453,0.3270440251572327,0.36875,1.5803013427130481,1.585858923084331,1.5363449476659299
0.274294670846395,0.34591194968553457,0.38125,1.5709073657526118,1.6078955729802449,1.5481494300067424
0.28213166144200624,0.32075471698113206,0.33125,1.5676861568864984,1.613219495839293,1.5563368178904056
0.2664576802507837,0.3710691823899371,0.4375,1.573365457285908,1.5816875118879403,1.5340235181152821
0.26802507836990597,0.31446540880503143,0.35625,1.5757271319534338,1.6393574543719023,1.5924139052629471
0.28605015673981193,0.37735849056603776,0.4375,1.5705018450847614,1.527520238228564,1.4857660010457039
0.27899686520376177,0.41509433962264153,0.425,1.5718610226921153,1.5248407020508867,1.5307765141129495
0.2891849529780564,0.3710691823899371,0.39375,1.5672433009155118,1.6189165857602965,1.474984659254551
0.2782131661442006,0.4088050314465409,0.4375,1.567354464045139,1.5854019264005266,1.5363373272120953
0.28683385579937304,0.3522012578616352,0.36875,1.5641666830146574,1.5126400781127642,1.4890633657574655
0.28683385579937304,0.42138364779874216,0.425,1.5688351409562329,1.5244496678406338,1.4367639064788817
0.28213166144200624,0.4276729559748428,0.39375,1.56726391515388,1.5037245705442608,1.5296798519790173
0.2993730407523511,0.39622641509433965,0.4375,1.5631548845469017,1.55521064359437,1.4185455948114396
0.28683385579937304,0.41509433962264153,0.43125,1.570574079654807,1.5272192490175835,1.4600638568401336
0.2719435736677116,0.4088050314465409,0.44375,1.565881171757151,1.4650002800443638,1.4223076671361923
0.30642633228840127,0.3333333333333333,0.35625,1.5580487758575188,1.5082193140713673,1.5024821050465107
0.2829153605015674,0.4088050314465409,0.4625,1.56665795294095,1.4859437560135464,1.4341335393488408
0.3001567398119122,0.4716981132075472,0.51875,1.559134853016994,1.4348134642127175,1.3396920002996922
0.28996865203761757,0.44025157232704404,0.43125,1.5667247685332284,1.5114181079204727,1.467676191776991
0.29858934169278994,0.37735849056603776,0.4,1.5583125777005402,1.4611920223296064,1.424100825190544
0.28448275862068967,0.3710691823899371,0.39375,1.5643480012783062,1.5238516465672907,1.4576234504580499
0.2891849529780564,0.3584905660377358,0.3875,1.5553072249067241,1.5099352778128858,1.4270777963101864
0.2938871473354232,0.3836477987421384,0.45625,1.5578465115127145,1.4315448152194232,1.3565593749284743
0.2938871473354232,0.37735849056603776,0.36875,1.5528893414709635,1.460357203423602,1.3895380809903144
0.28996865203761757,0.36477987421383645,0.36875,1.5530105911452194,1.614272508981093,1.5413298800587654
0.2884012539184953,0.3710691823899371,0.48125,1.556820476316733,1.4476035443491906,1.3161980926990509
0.29858934169278994,0.3584905660377358,0.3875,1.5537220425553457,1.4572199995412767,1.4408015251159667
0.304858934169279,0.4025157232704403,0.4625,1.5549370718413387,1.4620044763733007,1.3590904846787453
0.31739811912225707,0.389937106918239,0.45,1.551061757119098,1.5084122194434113,1.3680271305143834
0.30329153605015674,0.46540880503144655,0.5375,1.554693096577187,1.475608248380745,1.3531062312424182
0.29780564263322884,0.44654088050314467,0.48125,1.5548759667103567,1.4220314093355864,1.3246980853378774
0.29310344827586204,0.37735849056603776,0.4375,1.5525181701751338,1.4669714018983662,1.3585037015378476
0.30407523510971785,0.39622641509433965,0.36875,1.5454487715582115,1.4562039705192518,1.4587500743567943
0.31504702194357365,0.3584905660377358,0.38125,1.5501961092403316,1.450871986413152,1.3797164656221867
0.31974921630094044,0.3710691823899371,0.40625,1.5465181284003122,1.4986368905073442,1.4578795365989208
0.3103448275862069,0.4088050314465409,0.4625,1.5454807944806017,1.4367726666372527,1.3963855355978012
0.3001567398119122,0.4088050314465409,0.4,1.5484482327411915,1.4872794233777988,1.4341512769460678
0.29310344827586204,0.37735849056603776,0.425,1.544588246689321,1.4713721987586352,1.3412535645067691
0.31426332288401254,0.44025157232704404,0.48125,1.5435954347299559,1.422569786977468,1.3879611678421497
0.30877742946708464,0.36477987421383645,0.3875,1.5441036670932948,1.5615106438690762,1.5241045229136945
0.311128526645768,0.5031446540880503,0.525,1.5411373049861585,1.3729017140730373,1.3333175398409367
0.3268025078369906,0.37735849056603776,0.36875,1.5341535963608552,1.5827432136115789,1.5462963700294494
0.30877742946708464,0.3836477987421384,0.43125,1.540372553477093,1.4254182022322648,1.3481105975806713
0.322884012539185,0.48427672955974843,0.51875,1.5411980805165342,1.2706450673769105,1.2434957690536976
0.32053291536050155,0.4339622641509434,0.4875,1.538320410774793,1.3888091853579636,1.312984787672758
0.30799373040752354,0.42138364779874216,0.46875,1.536961005025523,1.4316825379365645,1.3425363786518574
0.31896551724137934,0.39622641509433965,0.44375,1.5445732877919667,1.5997109525608566,1.469056023657322
0.31739811912225707,0.3836477987421384,0.46875,1.5334678570678615,1.3807102186874773,1.26784073933959
0.30956112852664575,0.41509433962264153,0.4375,1.5347049534320831,1.4960796443171471,1.3663168460130692
0.31191222570532917,0.4528301886792453,0.45625,1.5353587041827952,1.4037212643233485,1.3487670488655568
0.3275862068965517,0.3710691823899371,0.4,1.5332931612726288,1.568079782731878,1.446752516925335
0.31426332288401254,0.4276729559748428,0.48125,1.5291952255377574,1.4172520674999405,1.2960745878517628
0.32445141065830724,0.3710691823899371,0.35625,1.5310889661872649,1.5820981564011964,1.5039842389523983
0.3487460815047022,0.4276729559748428,0.46875,1.5296807658149156,1.4315989812215169,1.359600978344679
0.31347962382445144,0.389937106918239,0.41875,1.535424399899091,1.4520866383546553,1.29738557189703
0.3268025078369906,0.4528301886792453,0.45625,1.5289533308307206,1.3510074592986197,1.3314486898481845
0.32523510971786834,0.42138364779874216,0.43125,1.5268765809393976,1.388925019300209,1.3412695825099945
0.3409090909090909,0.42138364779874216,0.46875,1.5237601549834667,1.417448582889149,1.3267792128026485
0.33620689655172414,0.48427672955974843,0.45,1.528498271135701,1.4096508895826039,1.4294351689517497
0.3275862068965517,0.4339622641509434,0.41875,1.529142376023774,1.3851143354139988,1.3849971190094947
0.33150470219435735,0.36477987421383645,0.4625,1.5275265715525816,1.4212186696394435,1.2267614893615246
0.3346394984326019,0.44654088050314467,0.4125,1.5163615806536241,1.3682853230890237,1.3460008032619952
0.33150470219435735,0.3584905660377358,0.425,1.5221629859324908,1.5541752014520034,1.4745530016720294
